"youtube_id","published_at","updated_at","view_count","like_count","dislike_count","favourite_count","comment_count","duration","transcript","annotation"
"2HFSaxIsJCE","","","","","","","","","","neutral"
"8sUfiP9AUSo","","","","","","","","","","neutral"
"RaR1d7uwo_8","","","","","","","","","","neutral"
"ocYX_eeWTD8","","","","","","","","","","neutral"
"mpgAVE4UwFw","","","","","","","","","","neutral"
"xCr2mqR3VN4","","","","","","","","","","neutral"
"6AfFM8pfy4s","","","","","","","","","","neutral"
"shoVsQhou-8","","","","","","","","","","neutral"
"GhsZUZmJvaM","","","","","","","","","","neutral"
"HHs5M3pyd3Q","","","","","","","","","","neutral"
"uue_x2Mna24","","","","","","","","","","neutral"
"IRVdiHu1VCc","","","","","","","","","","neutral"
"JszHrMZ7dx4","","","","","","","","","","neutral"
"UONvpzG7yjo","","","","","","","","","","neutral"
"awGN5NApDy4","","","","","","","","","","neutral"
"1YQxsqV6NM4","","","","","","","","","","neutral"
"Yc9_ZFxMvMw","","","","","","","","","","neutral"
"H9B5mYfBPlY","","","","","","","","","","neutral"
"gLNQ6Mq5kbg","","","","","","","","","","neutral"
"zORUUqJd81M","","","","","","","","","","neutral"
"gyNQhz-higo","","","","","","","","","","neutral"
"5gfIDSreaV0","","","","","","","","","","neutral"
"7zpojhD4hpI","","","","","","","","","","neutral"
"7Smrw-BYe1I","","","","","","","","","","neutral"
"hJnEQCMA5Sg","","","","","","","","","","neutral"
"tT0ob3cHPmE","","","","","","","","","","neutral"
"iGBPgtomdjA","","","","","","","","","","neutral"
"aw8kRZEvh_s","","","","","","","","","","neutral"
"36m1o-tM05g","","","","","","","","","","neutral"
"ENe89j89tBA","","","","","","","","","","neutral"
"7y8wgI301ys","","","","","","","","","","neutral"
"gypAjPp6eps","","","","","","","","","","neutral"
"uEWXYizNKf0","","","","","","","","","","neutral"
"SvaG0xDdP8g","","","","","","","","","","neutral"
"e0vKOYQUmgg","","","","","","","","","","neutral"
"iTLssSIetq0","","","","","","","","","","neutral"
"8flcCtIkTUc","","","","","","","","","","neutral"
"cDUwwx5xZP4","","","","","","","","","","neutral"
"lU27mxf6YY8","","","","","","","","","","neutral"
"G3hPH_bc0Ww","","","","","","","","","","neutral"
"papeLtBvaTE","","","","","","","","","","neutral"
"aFlromB6SnU","","","","","","","","","","neutral"
"NXXvPSz1cIc","","","","","","","","","","neutral"
"V4d_mCItBxE","","","","","","","","","","neutral"
"k3QiW0gEpYM","","","","","","","","","","neutral"
"O8KQbZDatg0","","","","","","","","","","neutral"
"ISdBAf-ysI0","","","","","","","","","","neutral"
"S1fQNg206Ic","","","","","","","","","","neutral"
"7-2o7hKTf5w","","","","","","","","","","neutral"
"8GY4m022tgo","","","","","","","","","","neutral"
"KDmDi_QN3kE","","","","","","","","","","neutral"
"PTqLPvBz8xc","","","","","","","","","","neutral"
"esUb7Zy5Oio","","","","","","","","","","neutral"
"hlWiI4xVXKY","","","","","","","","","","neutral"
"f9Qcfii4pc8","","","","","","","","","","neutral"
"bPhfxJ3dpO4","","","","","","","","","","neutral"
"0_Cgxy7N-V0","","","","","","","","","","neutral"
"bOOXmfkXpkM","","","","","","","","","","neutral"
"5qap5aO4i9A","","","","","","","","","","neutral"
"pXiyiez7wWE","","","","","","","","","","neutral"
"RlSwsE22nX0","","","","","","","","","","neutral"
"suIAo0EYwOE","","","","","","","","","","neutral"
"Bst5bFSqXkA","","","","","","","","","","neutral"
"VMOkvloZqRA","","","","","","","","","","neutral"
"GzhdxSsoT0g","","","","","","","","","","neutral"
"RMo7jUs0GMs","","","","","","","","","","neutral"
"kc_Jq42Og7Q","","","","","","","","","","neutral"
"aNUYGRn3W9Q","","","","","","","","","","neutral"
"F1cKfZatlQ4","","","","","","","","","","neutral"
"O22eHzc8yl0","","","","","","","","","","neutral"
"hzLTgtFaPLY","","","","","","","","","","neutral"
"Pza9fRxW5WM","","","","","","","","","","neutral"
"aW47xjcKIcM","","","","","","","","","","neutral"
"kMLD-SwRLpE","","","","","","","","","","neutral"
"sga1ZPBJ9DY","","","","","","","","","","neutral"
"aXuTt7c3Jkg","","","","","","","","","","neutral"
"binBd37IEuQ","","","","","","","","","","neutral"
"kknVfOJZ1w0","","","","","","","","","","neutral"
"pBVQzzeGKNg","","","","","","","","","","neutral"
"iqmO1RlqorU","","","","","","","","","","neutral"
"lw6mjVIdbbc","","","","","","","","","","neutral"
"vBHild0PiTE","","","","","","","","","","neutral"
"hLZ-WHVRbxg","","","","","","","","","","neutral"
"Y0HfmYBlF8g","","","","","","","","","","neutral"
"_W3xOg1d7nw","","","","","","","","","","neutral"
"SZB4_-tiRt0","","","","","","","","","","neutral"
"KCCFNyx-E4Q","","","","","","","","","","neutral"
"M2w3NZzPwOM","","","","","","","","","","neutral"
"PFNdIup9kS0","","","","","","","","","","neutral"
"s86-Z-CbaHA","","","","","","","","","","neutral"
"He3IJJhFy-I","","","","","","","","","","neutral"
"XTm7UnEU86Y","","","","","","","","","","neutral"
"ZZD_nbS1_II","","","","","","","","","","neutral"
"wV_EaHHO5KU","","","","","","","","","","neutral"
"T7USvIRRIwM","","","","","","","","","","neutral"
"j1F5dLm8bxk","","","","","","","","","","neutral"
"UWpwl-NPnrM","","","","","","","","","","neutral"
"pLYKoWkbN6E","","","","","","","","","","neutral"
"kU0KkaCQFhI","","","","","","","","","","neutral"
"cR6lv23XXSM","","","","","","","","","","neutral"
"BdHFLfv-ThQ","","","","","","","","","","neutral"
"DfBzEAieaAM","","","","","","","","","","neutral"
"Vdtm0teaznE","","","","","","","","","","neutral"
"8X7Ng75e5gQ","","","","","","","","","","neutral"
"Od49AfIS2-U","","","","","","","","","","neutral"
"MwgkvBZXum0","","","","","","","","","","neutral"
"_AJPHGMt9JI","","","","","","","","","","neutral"
"8C074FDH2j4","","","","","","","","","","neutral"
"N0Fhu-Uur18","","","","","","","","","","neutral"
"LWeiydKl0mU","","","","","","","","","","neutral"
"PtG6niRiRXk","","","","","","","","","","neutral"
"BrNs0M77Pd4","","","","","","","","","","neutral"
"ovJcsL7vyrk","","","","","","","","","","neutral"
"zHL9GP_B30E","","","","","","","","","","neutral"
"NJ7M01jV058","","","","","","","","","","neutral"
"nHD9xo325uE","","","","","","","","","","neutral"
"CKJuC5CUMgU","","","","","","","","","","neutral"
"S-2i2iqDi58","","","","","","","","","","neutral"
"x9VYKrtziSg","","","","","","","","","","neutral"
"5bQzgrkI2j0","","","","","","","","","","neutral"
"2lIwkbFWHZw","","","","","","","","","","neutral"
"6kzqrPPDfU0","","","","","","","","","","neutral"
"Cj-SPFchBKI","","","","","","","","","","neutral"
"oXfejGYmTNE","","","","","","","","","","neutral"
"nGzRH31zeEc","","","","","","","","","","neutral"
"Q3qC-V4Eyls","","","","","","","","","","neutral"
"7jTyvm27EsE","","","","","","","","","","neutral"
"TvTjREdHO0I","","","","","","","","","","neutral"
"DnRQJzK6yvI","","","","","","","","","","neutral"
"az6NibAUf7Y","","","","","","","","","","neutral"
"ota57uxa-wo","","","","","","","","","","neutral"
"8PmM6SUn7Es","","","","","","","","","","neutral"
"tk_ZlWJ3qJI","","","","","","","","","","neutral"
"Vm1-DnxRiPM","","","","","","","","","","neutral"
"LBKeDBr2M3U","","","","","","","","","","neutral"
"pqmRZYoqhtc","","","","","","","","","","neutral"
"rtsHUeKnkC8","","","","","","","","","","neutral"
"EYlMFhL6xno","","","","","","","","","","neutral"
"OoYikXvnU6M","","","","","","","","","","neutral"
"HvU8zamR6hg","","","","","","","","","","neutral"
"e6l6k76cFqM","","","","","","","","","","neutral"
"-IO6zqIm88s","","","","","","","","","","neutral"
"KllwtKMtYTA","","","","","","","","","","neutral"
"ckM47o3ZnNI","","","","","","","","","","neutral"
"2Ar05F-LnWQ","","","","","","","","","","neutral"
"vWg0oBFRZPI","","","","","","","","","","neutral"
"3gz3rYzqHyM","","","","","","","","","","neutral"
"lEp3qxdMGmk","","","","","","","","","","neutral"
"_7qsxeQrKhg","","","","","","","","","","neutral"
"QXE3SO05hxw","","","","","","","","","","neutral"
"SgOTaXhbqPQ","","","","","","","","","","neutral"
"LQHcTSn3Ync","","","","","","","","","","neutral"
"Xz6ieh2e8S4","","","","","","","","","","neutral"
"n1QEj09Pe6k","","","","","","","","","","neutral"
"QqjZSHIKWzE","","","","","","","","","","neutral"
"mqPMANOEG7Y","","","","","","","","","","neutral"
"_WExkVQF7HE","","","","","","","","","","neutral"
"PDkvrWt7qN8","","","","","","","","","","neutral"
"WzOztCZHJ08","","","","","","","","","","neutral"
"TzdpwM9YdHI","","","","","","","","","","neutral"
"wqeiulMB9sA","","","","","","","","","","neutral"
"pL3Yzjk5R4M","","","","","","","","","","neutral"
"VNvzZfsC13o","","","","","","","","","","neutral"
"wAyqGCEIFGU","","","","","","","","","","neutral"
"CozYL-_ttEc","","","","","","","","","","neutral"
"_oiEKKitMz8","","","","","","","","","","neutral"
"-cS8VaQno3g","","","","","","","","","","neutral"
"t-Hj2pILMz4","","","","","","","","","","neutral"
"h1RXGltx4SI","","","","","","","","","","neutral"
"IRw5386iswY","","","","","","","","","","neutral"
"ZQ--scjcAZ4","","","","","","","","","","neutral"
"wScC8Hqtmcg","","","","","","","","","","neutral"
"a9Jli0D1uEM","","","","","","","","","","neutral"
"HIVLrTSNP6s","","","","","","","","","","neutral"
"dXtNco_oA_Y","","","","","","","","","","neutral"
"rZnjFbujpok","","","","","","","","","","neutral"
"NZVpbwz6kPk","","","","","","","","","","neutral"
"MlYsm68RvOQ","","","","","","","","","","neutral"
"arU120H9-dk","","","","","","","","","","neutral"
"0A2wvaRDzbQ","","","","","","","","","","neutral"
"Y-D7ZaxZzFc","","","","","","","","","","neutral"
"K3ksKkCOgTw","","","","","","","","","","neutral"
"lF3mnuxjPCw","","","","","","","","","","neutral"
"MrWYg5ffbqM","","","","","","","","","","neutral"
"tFlAFo78xoQ","","","","","","","","","","neutral"
"fJOyCosRpsM","","","","","","","","","","neutral"
"dE46p0yEFNU","","","","","","","","","","neutral"
"dV04kx_8m8w","","","","","","","","","","neutral"
"jkTNaWUxeYY","","","","","","","","","","neutral"
"2J6_wosP-zs","","","","","","","","","","neutral"
"rmVdjwGfraU","","","","","","","","","","neutral"
"0g8lANs6zpQ","","","","","","","","","","neutral"
"FASZyXee4aw","","","","","","","","","","neutral"
"M9NhOKy2K80","","","","","","","","","","neutral"
"w0ztlIAYTCU","","","","","","","","","","neutral"
"dd6CQCbk2ro","","","","","","","","","","neutral"
"aYBEcFvI8o8","","","","","","","","","","neutral"
"HyadRzPa6_U","","","","","","","","","","neutral"
"kUIYI34CdkE","","","","","","","","","","neutral"
"2Bm5NWCMlPo","","","","","","","","","","neutral"
"22u4qxm1YjY","","","","","","","","","","neutral"
"LfHLBOK_3L0","","","","","","","","","","neutral"
"IrdYueB9pY4","","","","","","","","","","neutral"
"Gl3H23g5kT0","","","","","","","","","","neutral"
"JR-8PZ_nCvE","","","","","","","","","","neutral"
"qQdVneFWHlA","","","","","","","","","","neutral"
"3C2HVOB-g5s","","","","","","","","","","neutral"
"lmgCgzjlWO4","","","","","","","","","","neutral"
"89PCYdMRtjQ","","","","","","","","","","neutral"
"8izI-0WA3AI","","","","","","","","","","neutral"
"c0Z7KeNCi7g","","","","","","","","","","neutral"
"I75qa0kTeY4","","","","","","","","","","neutral"
"Rxmw9eizOAo","","","","","","","","","","neutral"
"tuVuxKTJeBI","","","","","","","","","","neutral"
"NelVTee8zac","","","","","","","","","","neutral"
"7H6doOmS-eM","","","","","","","","","","neutral"
"TbW_1MtC2So","","","","","","","","","","neutral"
"pLcqJ2DclEg","","","","","","","","","","neutral"
"89UNPdNtOoE","","","","","","","","","","neutral"
"Tu6k_-O8FGU","","","","","","","","","","neutral"
"Wm4Z7dAfrP0","","","","","","","","","","neutral"
"JASUsVY5YJ8","","","","","","","","","","neutral"
"eLdmvZbXzo4","","","","","","","","","","neutral"
"QS299VkXZxI","","","","","","","","","","neutral"
"H476c8UjLXY","","","","","","","","","","neutral"
"PVF1NDrHPeo","","","","","","","","","","neutral"
"Xbxc_u5gBWE","","","","","","","","","","neutral"
"E38cc-4TvX8","","","","","","","","","","neutral"
"_QtHBUOyZ4I","","","","","","","","","","neutral"
"bU4z8ZiX_eA","","","","","","","","","","neutral"
"N7aeQIBrIWo","","","","","","","","","","neutral"
"KI4dvc8WeSE","","","","","","","","","","neutral"
"oa1Tu6BRFxU","","","","","","","","","","neutral"
"-zIxqKwoHsM","","","","","","","","","","neutral"
"0H5LCLljJho","","","","","","","","","","neutral"
"dk13LvcVheI","","","","","","","","","","neutral"
"U93QRMcQU5Y","","","","","","","","","","neutral"
"Ws01wpExImo","","","","","","","","","","neutral"
"HTifSFWSYq4","","","","","","","","","","neutral"
"xYemnKEKx0c","","","","","","","","","","neutral"
"Xk3Y4qC8gow","","","","","","","","","","promoting"
"7ugQArIkM8A","","","","","","","","","","neutral"
"KJDEsAy9RyM","","","","","","","","","","neutral"
"VgbWDnXYmsw","","","","","","","","","","neutral"
"RN6vGxyMcVU","","","","","","","","","","neutral"
"MbCEBY17Lw8","","","","","","","","","","neutral"
"KzSkZwbgP50","","","","","","","","","","neutral"
"ySbBOASFES4","","","","","","","","","","neutral"
"6etX3tsK9GU","","","","","","","","","","neutral"
"qfAw4YvI_u0","","","","","","","","","","neutral"
"mC7FgdaRiGg","","","","","","","","","","neutral"
"xTJYNq4GQAE","","","","","","","","","","neutral"
"xiHc2E3AR1o","","","","","","","","","","neutral"
"Z5lcOMvAvIc","","","","","","","","","","neutral"
"dAfdPFWiF9U","","","","","","","","","","neutral"
"64iu9cx31CM","","","","","","","","","","neutral"
"IYRKFkkyxh0","","","","","","","","","","neutral"
"lzRvSWPZQYk","","","","","","","","","","neutral"
"D0-JbxX209g","","","","","","","","","","neutral"
"aPBVGXdsR0I","","","","","","","","","","neutral"
"5trNlmGYFkc","","","","","","","","","","neutral"
"WMCXHewLIWc","","","","","","","","","","neutral"
"EgiMu8A3pi0","","","","","","","","","","neutral"
"fIMy5Q0BXEE","","","","","","","","","","promoting"
"qubSI1lwm10","","","","","","","","","","neutral"
"a1I7QBCHqng","","","","","","","","","","neutral"
"6Vc2bM2aQsw","","","","","","","","","","neutral"
"3BNg4fDJC8A","","","","","","","","","","neutral"
"q3d3rzFTrLg","","","","","","","","","","neutral"
"g37s7vVFy1A","","","","","","","","","","neutral"
"9V85OykSDT8","","","","","","","","","","neutral"
"KkGPrYH3GJc","","","","","","","","","","neutral"
"GyE55eB9Afc","","","","","","","","","","neutral"
"4ljKpK13BO0","","","","","","","","","","neutral"
"ror9v2LwHoY","","","","","","","","","","neutral"
"_LhAt0nWbSw","","","","","","","","","","neutral"
"v0Cg2ZeYa5E","","","","","","","","","","neutral"
"qTEdH9r51gw","","","","","","","","","","neutral"
"hanBSygUePQ","","","","","","","","","","neutral"
"UxXjQSUKP1U","","","","","","","","","","neutral"
"fMcpKJ18nmo","","","","","","","","","","promoting"
"jHm0XhtDyZA","","","","","","","","","","promoting"
"jszkiXTdvRM","","","","","","","","","","promoting"
"kL-XJQOeDK0","","","","","","","","","","promoting"
"Chfoo9NBEow","","","","","","","","","","neutral"
"_FlV6pgwlrk","","","","","","","","","","neutral"
"Cv_48qFhoO4","","","","","","","","","","neutral"
"RT5QYq8g9fU","","","","","","","","","","neutral"
"eOuai2p3qgw","","","","","","","","","","neutral"
"kTXTPe3wahc","","","","","","","","","","neutral"
"Fci5E9ZMB20","","","","","","","","","","neutral"
"3KC32Vymo0Q","","","","","","","","","","neutral"
"9rhadTURsrw","","","","","","","","","","neutral"
"bohZt32_5wk","","","","","","","","","","neutral"
"Ek3VqAED2wo","","","","","","","","","","neutral"
"099cHWSbAL8","","","","","","","","","","neutral"
"xd3Trr8Xrdc","","","","","","","","","","neutral"
"2vMK-p6-M5E","","","","","","","","","","neutral"
"_c5gIoh9Gpg","","","","","","","","","","neutral"
"qsTaIjnWteo","","","","","","","","","","neutral"
"ZTTQB8Ajo9M","","","","","","","","","","neutral"
"SChZyhpQJ_U","","","","","","","","","","neutral"
"Hg4ws1QPeNE","","","","","","","","","","neutral"
"oQAVtFpHClI","","","","","","","","","","neutral"
"aJlhyg0laWQ","","","","","","","","","","neutral"
"VQhjkemEyUo","","","","","","","","","","neutral"
"QKCK4lJLQHU","","","","","","","","","","neutral"
"G93bju1qCSI","","","","","","","","","","neutral"
"K1hlp0DCE_8","","","","","","","","","","neutral"
"ii0XLJktFF0","","","","","","","","","","neutral"
"FEoU1Y9WA_E","","","","","","","","","","neutral"
"EESYomdoeCs","","","","","","","","","","neutral"
"SzT6xGJqALs","","","","","","","","","","neutral"
"AQS6Ub5ekFE","","","","","","","","","","neutral"
"Rv7u-bOpeW4","","","","","","","","","","neutral"
"zIgzlVgA1eA","","","","","","","","","","neutral"
"autMHvj3exA","","","","","","","","","","neutral"
"2MCt3AxCL6I","","","","","","","","","","neutral"
"1BgWM5LE_i8","","","","","","","","","","neutral"
"XTeJ64KD5cg","","","","","","","","","","neutral"
"W1yqcagavfY","","","","","","","","","","neutral"
"8rnyZThWlQ4","","","","","","","","","","neutral"
"NFjVUSOnPzo","","","","","","","","","","neutral"
"B3tOqNNdtaE","","","","","","","","","","neutral"
"YedD4CnkcBk","","","","","","","","","","neutral"
"puv_cHwT22Y","","","","","","","","","","neutral"
"FPPkPAbzwbU","","","","","","","","","","neutral"
"HZq_HjKCRB4","","","","","","","","","","neutral"
"0IjLO9ABKYU","","","","","","","","","","neutral"
"psmPnI77K0M","","","","","","","","","","neutral"
"5OkYPJpVOw0","","","","","","","","","","neutral"
"VJ4pysRpnew","","","","","","","","","","neutral"
"yz0bjLk9rUo","","","","","","","","","","neutral"
"fHMZmthg-Vk","","","","","","","","","","neutral"
"yxeJT2broII","","","","","","","","","","neutral"
"OwJooUSDah0","","","","","","","","","","neutral"
"C3IxejS3EgM","","","","","","","","","","neutral"
"NkAqXTxkmd4","","","","","","","","","","neutral"
"ChPeG19qKUo","","","","","","","","","","neutral"
"60jGRGXOXbU","","","","","","","","","","neutral"
"DdjN4ddnl2E","","","","","","","","","","neutral"
"_r1KdN1OL7A","","","","","","","","","","neutral"
"wZJh25-sO98","","","","","","","","","","neutral"
"7UaIEaVqolU","","","","","","","","","","neutral"
"KuJs0NwTEps","","","","","","","","","","neutral"
"p0t06EkZJcM","","","","","","","","","","neutral"
"YBNFvZ6Vr2U","","","","","","","","","","neutral"
"MDNRMkvRk68","","","","","","","","","","neutral"
"o0fG_lnVhHw","","","","","","","","","","neutral"
"TGamLrHlikc","","","","","","","","","","neutral"
"L37b6Nlnz74","","","","","","","","","","neutral"
"SzjdcPbjaR4","","","","","","","","","","neutral"
"xauCQpnbNAM","","","","","","","","","","neutral"
"FXe5a-CuiyQ","","","","","","","","","","neutral"
"KjpDDSCe_9A","","","","","","","","","","neutral"
"XijssbYdD9M","","","","","","","","","","neutral"
"kxpro6eGJ1Y","","","","","","","","","","neutral"
"kGmzUSxG8LI","","","","","","","","","","neutral"
"r0_mi8ngNnM","","","","","","","","","","neutral"
"rjDX5ItsOnQ","","","","","","","","","","neutral"
"DG7fuanqPgo","","","","","","","","","","neutral"
"PF22LM8AbII","","","","","","","","","","neutral"
"dxesUPI6Hj4","","","","","","","","","","neutral"
"z-k_ed7D7Dw","","","","","","","","","","neutral"
"2AkdWvFIHA8","","","","","","","","","","neutral"
"NQFqDKRAROI","","","","","","","","","","neutral"
"WqhWIX2E7vg","","","","","","","","","","neutral"
"7GGi24rMO2Y","","","","","","","","","","neutral"
"sBxjwzKwVl0","","","","","","","","","","neutral"
"fGFY3ZzVzoA","","","","","","","","","","neutral"
"7CVSxSGHHIg","","","","","","","","","","neutral"
"x46MVIGS2KI","","","","","","","","","","neutral"
"dr1IAfl0_TM","","","","","","","","","","neutral"
"jA1maCjNVFg","","","","","","","","","","neutral"
"IrqelRFpyXc","","","","","","","","","","neutral"
"GHuxLIpmxYg","","","","","","","","","","neutral"
"B0-SYpr60Ck","","","","","","","","","","neutral"
"5Tek9h3a5wQ","","","","","","","","","","neutral"
"gn4bvjMh4vc","","","","","","","","","","neutral"
"hx86KyX_lRE","","","","","","","","","","neutral"
"NaAFOrudj0g","","","","","","","","","","neutral"
"IfXNjuoqt0Q","","","","","","","","","","neutral"
"1uNpjqH-mQQ","","","","","","","","","","neutral"
"9qM-xN7Bgg8","","","","","","","","","","neutral"
"H4skJviQlMo","","","","","","","","","","neutral"
"gD9m9GcUWcI","","","","","","","","","","neutral"
"jKyniw1BMnM","","","","","","","","","","neutral"
"_NgiK7uf7D8","","","","","","","","","","neutral"
"a3bOL8j3ypQ","","","","","","","","","","neutral"
"VrKW58MS12g","","","","","","","","","","neutral"
"_bgW_-GQVUY","","","","","","","","","","neutral"
"4bxI803q6i8","","","","","","","","","","neutral"
"XMGxxRRtmHc","","","","","","","","","","neutral"
"IoyQtEWCBpY","","","","","","","","","","neutral"
"2O_gW4VWZ5c","","","","","","","","","","neutral"
"dsCjRjA4O7Y","","","","","","","","","","neutral"
"cVfzxLvIxi8","","","","","","","","","","neutral"
"6q1RH8A3O3c","","","","","","","","","","neutral"
"l77TgtRvic0","","","","","","","","","","neutral"
"w--5Qc7vmpg","","","","","","","","","","neutral"
"XiCrniLQGYc","","","","","","","","","","neutral"
"4KLFbgIV7Zk","","","","","","","","","","neutral"
"wwEW08VDSTU","","","","","","","","","","neutral"
"f5HLrD9l8tc","","","","","","","","","","neutral"
"ddbzKy5C6ZU","","","","","","","","","","neutral"
"APRKBQ8r63c","","","","","","","","","","neutral"
"q5ijBhgPgjw","","","","","","","","","","promoting"
"s04VUk_41r8","","","","","","","","","","promoting"
"tHJUVDL68iw","","","","","","","","","","promoting"
"vrCfMwrj23U","","","","","","","","","","promoting"
"pmz-ss3zrqI","","","","","","","","","","neutral"
"cDA5z4z-8gM","","","","","","","","","","neutral"
"0_YJToyOp_4","","","","","","","","","","neutral"
"AsgHrLWEFbA","","","","","","","","","","neutral"
"M-_BpPFKNEQ","","","","","","","","","","neutral"
"xwdhHTtc-3w","","","","","","","","","","neutral"
"0HycNahX4cY","","","","","","","","","","neutral"
"E8N3alIuLfA","","","","","","","","","","neutral"
"IK4HkZrgJg4","","","","","","","","","","neutral"
"nIWCv4j4XFg","","","","","","","","","","neutral"
"9f9eDBpnkaU","","","","","","","","","","neutral"
"Hhwux2ZqLrw","","","","","","","","","","neutral"
"O4ByJjeJ3mM","","","","","","","","","","neutral"
"O7VaXlMvAvk","","","","","","","","","","neutral"
"B55RozuF0WM","","","","","","","","","","neutral"
"jPJj9AvaEQE","","","","","","","","","","neutral"
"IZ5GOpy0yzM","","","","","","","","","","neutral"
"8G_QyVJxjCs","","","","","","","","","","neutral"
"FbV8Rfiq1Ko","","","","","","","","","","neutral"
"-LqWX8D_Tns","","","","","","","","","","neutral"
"aiVKwCiw6Ko","","","","","","","","","","neutral"
"Qc0lRypBvFs","","","","","","","","","","neutral"
"N1BJkYEzru0","","","","","","","","","","neutral"
"y_cdfE3i7qw","","","","","","","","","","neutral"
"Xw3SFOfbR84","","","","","","","","","","neutral"
"y0_JvaREOVQ","","","","","","","","","","neutral"
"TTYOQ05oDOI","","","","","","","","","","neutral"
"Htf0XR6W9WQ","","","","","","","","","","neutral"
"GOb493ued-g","","","","","","","","","","neutral"
"PVPfeUDM3dg","","","","","","","","","","neutral"
"dStcgihGgbw","","","","","","","","","","neutral"
"SgJf-AKNZYQ","","","","","","","","","","neutral"
"2-nYDZkVD8g","","","","","","","","","","neutral"
"OQ4q2JMQYX0","","","","","","","","","","neutral"
"mUBxtTEOiPI","","","","","","","","","","neutral"
"YzFUXKk2B4I","","","","","","","","","","neutral"
"e3FfL46OzYI","","","","","","","","","","neutral"
"nYR8ZTvihiU","","","","","","","","","","neutral"
"U_uZhh9Nt4Q","","","","","","","","","","neutral"
"Oxi5-6LdSpE","","","","","","","","","","neutral"
"Mh92V42UN2I","","","","","","","","","","neutral"
"-O_DMyHdq_M","","","","","","","","","","neutral"
"kh0moBQoEZ0","","","","","","","","","","neutral"
"hN9ZVy6pb2s","","","","","","","","","","neutral"
"SMDkvJRHaNM","","","","","","","","","","neutral"
"mzL76X6FUHM","","","","","","","","","","neutral"
"1mcCLm_LwpE","","","","","","","","","","neutral"
"jm9YKT0dItk","","","","","","","","","","neutral"
"jNQXAC9IVRw","","","","","","","","","","neutral"
"Cip3LmqQ7Y0","","","","","","","","","","neutral"
"nNYiBzXFfe8","","","","","","","","","","neutral"
"UX1oqKG9xeU","","","","","","","","","","neutral"
"N3Z3RpRYL8o","","","","","","","","","","neutral"
"LWO_brqUWcA","","","","","","","","","","neutral"
"9vz06QO3UkQ","","","","","","","","","","neutral"
"LEG9feKeQMY","","","","","","","","","","neutral"
"AdVSqSNHhVo","","","","","","","","","","neutral"
"GIeIB202Y9c","","","","","","","","","","neutral"
"xz7UgSHQ-u8","","","","","","","","","","neutral"
"S_lSHbcRtys","","","","","","","","","","neutral"
"Ek01temK9Sc","","","","","","","","","","neutral"
"FD2c6vAw4KI","","","","","","","","","","neutral"
"ruEYo7iXqww","","","","","","","","","","neutral"
"4xTCF-o4DVE","","","","","","","","","","neutral"
"ScKcY03Jhns","","","","","","","","","","neutral"
"U6wSBkyIlDw","","","","","","","","","","neutral"
"RrRzED2vOHA","","","","","","","","","","neutral"
"wiTAa72-qT8","","","","","","","","","","neutral"
"y31dTq9pHQQ","","","","","","","","","","neutral"
"tDPjE9Sg7to","","","","","","","","","","neutral"
"KFuqRTHXbpM","","","","","","","","","","neutral"
"uyf2gKmC1vs","","","","","","","","","","promoting"
"GmedslmeiUc","","","","","","","","","","neutral"
"IqcEdx_Vps8","","","","","","","","","","neutral"
"WJIpWu8ti5A","","","","","","","","","","neutral"
"oArd_9uZOnE","","","","","","","","","","neutral"
"DpJvln-Flco","","","","","","","","","","neutral"
"EexZjx3YOuQ","","","","","","","","","","neutral"
"-5xNn86mNh8","","","","","","","","","","neutral"
"jRhYIu-TEcs","","","","","","","","","","neutral"
"XOWUe5vRE-o","","","","","","","","","","neutral"
"z3vVvw0pEe4","","","","","","","","","","neutral"
"wYnIvrDlhb4","","","","","","","","","","promoting"
"xRMnqYo8sOs","","","","","","","","","","promoting"
"5HEwBqTBZt8","","","","","","","","","","neutral"
"aJrD4EZ-aj8","","","","","","","","","","neutral"
"E2zrqzvtWio","","","","","","","","","","neutral"
"F8V9DEEx_cA","","","","","","","","","","neutral"
"LC2ntfHmCeY","","","","","","","","","","neutral"
"E03gh1huvW4","","","","","","","","","","neutral"
"ojcOUtUwIe4","","","","","","","","","","neutral"
"AkJ0K0IBOA4","","","","","","","","","","neutral"
"-10vg90ZIy8","","","","","","","","","","neutral"
"4AzTWJBerk8","","","","","","","","","","neutral"
"7Urqg0Krm0A","","","","","","","","","","neutral"
"efs3QRr8LWw","","","","","","","","","","neutral"
"4v7kASXPQMc","","","","","","","","","","neutral"
"EHIKEHCXfjU","","","","","","","","","","neutral"
"XuJtdQOU_Z4","","","","","","","","","","neutral"
"lj7QRP37Wn0","","","","","","","","","","neutral"
"lYMxj3aaygE","","","","","","","","","","neutral"
"bpSGOlDIW_A","","","","","","","","","","neutral"
"ccpo2gysIiU","","","","","","","","","","neutral"
"_Y1tNkzLEUM","","","","","","","","","","neutral"
"e_EgdShO1K8","","","","","","","","","","neutral"
"yqLs1xwfNKE","","","","","","","","","","neutral"
"xwpgmEvlRpM","","","","","","","","","","neutral"
"1DvTwuByjo0","","","","","","","","","","neutral"
"Tzhxg1bc3dc","","","","","","","","","","neutral"
"HgImgdJ5L6o","","","","","","","","","","neutral"
"2_lswM1S264","","","","","","","","","","neutral"
"kasiov0ytEc","","","","","","","","","","neutral"
"1RipwqJG50c","","","","","","","","","","neutral"
